Timestamp,Longitude,Latitude,Speed,Operatorname,Operator,CGI,Cellname,Node,CellID,LAC,NetworkTech,NetworkMode,RSRP,RSRQs,SNR,CQI,LTERSSI,ARFCN,DL+AF8-bitrate,UL+AF8-bitrate,PSC,Altitude,Height,Accuracy,Location,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,TESTDOWNLINK,TESTUPLINK,TESTDOWNLINKMAX,TESTUPLINKMAX,Test+AF8-Status,DataConnection+AF8-Type,DataConnection+AF8-Info,Layer,Filemark,IMEI,Distance,Bearing,IP,TA,EVENT,EVENTDETAILS,IMSI,MSISDN,SERVINGTIME,CELLHEX,NODEHEX,LACHEX,RAWCELLID,VERSION+AF8-NAME,VERSION+AF8-CODE,DEVICE,BAND,R8,R9,R10,NTech1,NCellName1,NCellid1,NLAC1,NCell1,NARFCN1,NRxLev1,NQual1,NDistance1,NBearing1,NTech2,NCellName2,NCellid2,NLAC2,NCell2,NARFCN2,NRxLev2,NQual2,NDistance2,NBearing2,NTech3,NCellName3,NCellid3,NLAC3,NCell3,NARFCN3,NRxLev3,NQual3,NDistance3,NBearing3,NTech4,NCellName4,NCellid4,NLAC4,NCell4,NARFCN4,NRxLev4,NQual4,NDistance4,NBearing4,NTech5,NCellName5,NCellid5,NLAC5,NCell5,NARFCN5,NRxLev5,NQual5,NDistance5,NBearing5,NTech6,NCellName6,NCellid6,NLAC6,NCell6,NARFCN6,NRxLev6,NQual6,NDistance6,NBearing6,NTech7,NCellName7,NCellid7,NLAC7,NCell7,NARFCN7,NRxLev7,NQual7,NDistance7,NBearing7,NTech8,NCellName8,NCellid8,NLAC8,NCell8,NARFCN8,NRxLev8,NQual8,NDistance8,NBearing8,NTech9,NCellName9,NCellid9,NLAC9,NCell9,NARFCN9,NRxLev9,NQual9,NDistance9,NBearing9,NTech10,NCellName10,NCellid10,NLAC10,NCell10,NARFCN10,NRxLev10,NQual10,NDistance10,NBearing10,NTech11,NCellName11,NCellid11,NLAC11,NCell11,NARFCN11,NRxLev11,NQual11,NDistance11,NBearing11,NTech12,NCellName12,NCellid12,NLAC12,NCell12,NARFCN12,NRxLev12,NQual12,NDistance12,NBearing12,NTech13,NCellName13,NCellid13,NLAC13,NCell13,NARFCN13,NRxLev13,NQual13,NDistance13,NBearing13,NTech14,NCellName14,NCellid14,NLAC14,NCell14,NARFCN14,NRxLev14,NQual14,NDistance14,NBearing14,NTech15,NCellName15,NCellid15,NLAC15,NCell15,NARFCN15,NRxLev15,NQual15,NDistance15,NBearing15,NTech16,NCellName16,NCellid16,NLAC16,NCell16,NARFCN16,NRxLev16,NQual16,NDistance16,NBearing16,NTech17,NCellName17,NCellid17,NLAC17,NCell17,NARFCN17,NRxLev17,NQual17,NDistance17,NBearing17,NTech18,NCellName18,NCellid18,NLAC18,NCell18,NARFCN18,NRxLev18,NQual18,NDistance18,NBearing18,geometry
2019+AC0-12+AC0-03 12:01:32,+AC0-76.49143,44.232044,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-79,+AC0-13,7.6,+AC0-,+AC0-65,5145,10744,270,9,66,66,4,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,LOG START,,,,15,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,17.0,5145.0,+AC0-86,+AC0-20,,,4G,,,,54.0,5145.0,+AC0-89,+AC0-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49143000000001 44.232044)
2019+AC0-12+AC0-03 12:01:32,+AC0-76.49143,44.232042,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-79,+AC0-13,7.6,+AC0-,+AC0-65,5145,10744,270,9,66,66,4,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,15,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,17.0,5145.0,+AC0-86,+AC0-20,,,4G,,,,54.0,5145.0,+AC0-89,+AC0-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49143000000001 44.232042)
2019+AC0-12+AC0-03 12:01:33,+AC0-76.49144,44.232040000000005,1,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-79,+AC0-13,7.6,+AC0-,+AC0-65,5145,6122,254,9,66,66,4,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,16,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,17.0,5145.0,+AC0-83,+AC0-16,,,4G,,,,54.0,5145.0,+AC0-84,+AC0-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49144 44.23204)
2019+AC0-12+AC0-03 12:01:34,+AC0-76.49144,44.23203,1,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-79,+AC0-13,7.6,+AC0-,+AC0-65,5145,6582,163,9,67,67,4,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,16,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,17.0,5145.0,+AC0-83,+AC0-16,,,4G,,,,54.0,5145.0,+AC0-84,+AC0-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49144 44.23203)
2019+AC0-12+AC0-03 12:01:35,+AC0-76.49144,44.232026,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-79,+AC0-13,7.6,+AC0-,+AC0-65,5145,6582,163,9,67,67,5,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,17,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,17.0,5145.0,+AC0-83,+AC0-16,,,4G,,,,54.0,5145.0,+AC0-84,+AC0-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49144 44.232026)
2019+AC0-12+AC0-03 12:01:35,+AC0-76.49144,44.232026,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-76,+AC0-13,7.6,+AC0-,+AC0-65,5145,8245,221,9,67,67,5,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,DOWNLOAD ERROR,,,,18,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-18,,,4G,,,,17.0,5145.0,+AC0-81,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49144 44.232026)
2019+AC0-12+AC0-03 12:01:36,+AC0-76.49144,44.232026,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-76,+AC0-13,7.6,+AC0-,+AC0-65,5145,8245,221,9,67,67,5,G,D,,,,,,7782.0,235.0,7813.0,273.0,,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,UL/DL TEST,,,,18,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-18,,,4G,,,,17.0,5145.0,+AC0-81,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49144 44.232026)
2019+AC0-12+AC0-03 12:01:36,+AC0-76.49144,44.232026,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-76,+AC0-13,7.6,+AC0-,+AC0-65,5145,8245,221,9,67,67,5,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,DATA TEST SEQUENCE,,,,18,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-18,,,4G,,,,17.0,5145.0,+AC0-81,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49144 44.232026)
2019+AC0-12+AC0-03 12:01:36,+AC0-76.49145,44.232028,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-76,+AC0-13,7.6,+AC0-,+AC0-65,5145,8245,221,9,67,67,5,G,D,,,,,,,,,,PING,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,18,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-18,,,4G,,,,17.0,5145.0,+AC0-81,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232028)
2019+AC0-12+AC0-03 12:01:37,+AC0-76.49145,44.232033,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-76,+AC0-13,7.6,+AC0-,+AC0-65,5145,6187,104,9,66,66,5,G,D,,,,,,,,,,PING,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,19,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-18,,,4G,,,,17.0,5145.0,+AC0-81,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232033)
2019+AC0-12+AC0-03 12:01:37,+AC0-76.49145,44.232033,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-76,+AC0-13,7.6,+AC0-,+AC0-65,5145,6187,104,9,66,66,5,G,D,162.0,162.0,162.0,0.0,0.0,,,,,PING,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,PING TEST,,,,19,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-18,,,4G,,,,17.0,5145.0,+AC0-81,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232033)
2019+AC0-12+AC0-03 12:01:38,+AC0-76.49145,44.232037,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-77,+AC0-9,7.6,+AC0-,+AC0-65,5145,61,3385,9,67,67,5,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,20,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-80,+AC0-10,,,4G,,,,17.0,5145.0,+AC0-93,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232037)
2019+AC0-12+AC0-03 12:01:39,+AC0-76.49145,44.232040000000005,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-77,+AC0-9,7.6,+AC0-,+AC0-65,5145,2360,3659,9,67,67,5,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,21,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-80,+AC0-10,,,4G,,,,17.0,5145.0,+AC0-93,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.23204)
2019+AC0-12+AC0-03 12:01:40,+AC0-76.49145,44.232038,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-81,+AC0-14,7.6,+AC0-,+AC0-65,5145,5132,132,9,67,67,5,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,3.0,,,,,22,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-82,+AC0-17,,,4G,,,,17.0,5145.0,+AC0-82,+AC0-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232038)
2019+AC0-12+AC0-03 12:01:41,+AC0-76.49146,44.232043,0,TELUS,302610,3026105600900012,,540104,12,56009,4G,LTE,+AC0-81,+AC0-14,8.4,+AC0-,+AC0-73,5145,8003,207,9,65,65,4,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,3.0,,,,,23,C,83DC8,DAC9,138266636,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L12,,,,4G,,,,54.0,5145.0,+AC0-82,+AC0-17,,,4G,,,,17.0,5145.0,+AC0-82,+AC0-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49146 44.232043)
2019+AC0-12+AC0-03 12:01:42,+AC0-76.49146,44.232043,0,TELUS,302610,3026105600900004,,540105,4,56009,4G,LTE,+AC0-91,+AC0-18,8.4,+AC0-,+AC0-73,66811,29340,76,111,65,65,4,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,,HANDOVER+AF8-DATA+AF8-4G4G,302+AC0-610+AC0-56009+AC0-540104+AC0-12+AC0-5145+AC0-9:302+AC0-610+AC0-56009+AC0-540105+AC0-4+AC0-66811+AC0-111,,,23,4,83DC9,DAC9,138266884,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,9.0,5145.0,+AC0-77,+AC0-12,,,4G,,,,54.0,5145.0,+AC0-79,+AC0-13,,,4G,,,,54.0,900.0,+AC0-87,+AC0-16,,,4G,,,,17.0,900.0,+AC0-90,+AC0-18,,,4G,,,,77.0,66811.0,+AC0-92,+AC0-18,,,4G,,,,9.0,66811.0,+AC0-93,+AC0-18,,,4G,,,,17.0,66811.0,+AC0-93,+AC0-20,,,4G,,,,9.0,900.0,+AC0-97,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49146 44.232043)
2019+AC0-12+AC0-03 12:01:42,+AC0-76.49145,44.232040999999995,0,TELUS,302610,3026105600900004,,540105,4,56009,4G,LTE,+AC0-91,+AC0-18,8.4,+AC0-,+AC0-73,66811,29340,76,111,65,65,4,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,,,,,,1,4,83DC9,DAC9,138266884,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,9.0,5145.0,+AC0-77,+AC0-12,,,4G,,,,54.0,5145.0,+AC0-79,+AC0-13,,,4G,,,,54.0,900.0,+AC0-87,+AC0-16,,,4G,,,,17.0,900.0,+AC0-90,+AC0-18,,,4G,,,,77.0,66811.0,+AC0-92,+AC0-18,,,4G,,,,9.0,66811.0,+AC0-93,+AC0-18,,,4G,,,,17.0,66811.0,+AC0-93,+AC0-20,,,4G,,,,9.0,900.0,+AC0-97,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232041)
2019+AC0-12+AC0-03 12:01:43,+AC0-76.49145,44.232038,0,TELUS,302610,3026105600900004,,540105,4,56009,4G,LTE,+AC0-91,+AC0-18,8.4,+AC0-,+AC0-73,66811,30384,6775,111,65,65,4,G,D,,,,,,,,,,UPLOAD/DOWNLOAD,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,,,,,2,4,83DC9,DAC9,138266884,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,9.0,5145.0,+AC0-77,+AC0-12,,,4G,,,,54.0,5145.0,+AC0-79,+AC0-13,,,4G,,,,54.0,900.0,+AC0-87,+AC0-16,,,4G,,,,17.0,900.0,+AC0-90,+AC0-18,,,4G,,,,77.0,66811.0,+AC0-92,+AC0-18,,,4G,,,,9.0,66811.0,+AC0-93,+AC0-18,,,4G,,,,17.0,66811.0,+AC0-93,+AC0-20,,,4G,,,,9.0,900.0,+AC0-97,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232038)
2019+AC0-12+AC0-03 12:01:43,+AC0-76.49145,44.232038,0,TELUS,302610,3026105600900004,,540105,4,56009,4G,LTE,+AC0-91,+AC0-18,8.4,+AC0-,+AC0-73,66811,30384,6775,111,65,65,4,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.107.104.209,2.0,UPLOAD ERROR,,,,2,4,83DC9,DAC9,138266884,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,9.0,5145.0,+AC0-77,+AC0-12,,,4G,,,,54.0,5145.0,+AC0-79,+AC0-13,,,4G,,,,54.0,900.0,+AC0-87,+AC0-16,,,4G,,,,17.0,900.0,+AC0-90,+AC0-18,,,4G,,,,77.0,66811.0,+AC0-92,+AC0-18,,,4G,,,,9.0,66811.0,+AC0-93,+AC0-18,,,4G,,,,17.0,66811.0,+AC0-93,+AC0-20,,,4G,,,,9.0,900.0,+AC0-97,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232038)
2019+AC0-12+AC0-03 12:01:44,+AC0-76.49145,44.232038,0,TELUS,302610,3026105600900004,,540105,4,56009,4G,LTE,+AC0-88,+AC0-12,7.8,+AC0-,+AC0-64,66811,176,1326,111,65,65,4,G,D,,,,,,19377.0,2227.0,27381.0,4285.0,,M,13,1,,,+AC0-1,1000,25.107.104.209,1.0,UL/DL TEST,,,,2,4,83DC9,DAC9,138266884,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-11,,,4G,,,,9.0,5145.0,+AC0-78,+AC0-14,,,4G,,,,17.0,5145.0,+AC0-83,+AC0-19,,,4G,,,,54.0,900.0,+AC0-86,+AC0-13,,,4G,,,,17.0,900.0,+AC0-88,+AC0-17,,,4G,,,,77.0,66811.0,+AC0-91,+AC0-18,,,4G,,,,9.0,66811.0,+AC0-92,+AC0-19,,,4G,,,,17.0,66811.0,+AC0-92,+AC0-19,,,4G,,,,9.0,900.0,+AC0-96,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232038)
2019+AC0-12+AC0-03 12:01:44,+AC0-76.49145,44.232038,0,TELUS,302610,3026105600900004,,540105,4,56009,4G,LTE,+AC0-88,+AC0-12,7.8,+AC0-,+AC0-64,66811,176,1326,111,65,65,4,G,D,,,,,,,,,,,M,13,1,,,+AC0-1,1000,25.107.104.209,1.0,DATA TEST SEQUENCE,,,,3,4,83DC9,DAC9,138266884,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-11,,,4G,,,,9.0,5145.0,+AC0-78,+AC0-14,,,4G,,,,17.0,5145.0,+AC0-83,+AC0-19,,,4G,,,,54.0,900.0,+AC0-86,+AC0-13,,,4G,,,,17.0,900.0,+AC0-88,+AC0-17,,,4G,,,,77.0,66811.0,+AC0-91,+AC0-18,,,4G,,,,9.0,66811.0,+AC0-92,+AC0-19,,,4G,,,,17.0,66811.0,+AC0-92,+AC0-19,,,4G,,,,9.0,900.0,+AC0-96,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232038)
2019+AC0-12+AC0-03 12:01:44,+AC0-76.49145,44.232039,0,TELUS,302610,3026105600900004,,540105,4,56009,4G,LTE,+AC0-88,+AC0-12,7.8,+AC0-,+AC0-64,66811,176,1326,111,65,65,4,G,D,,,,,,,,,,PING,M,13,1,,,+AC0-1,1000,25.107.104.209,1.0,,,,,3,4,83DC9,DAC9,138266884,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-11,,,4G,,,,9.0,5145.0,+AC0-78,+AC0-14,,,4G,,,,17.0,5145.0,+AC0-83,+AC0-19,,,4G,,,,54.0,900.0,+AC0-86,+AC0-13,,,4G,,,,17.0,900.0,+AC0-88,+AC0-17,,,4G,,,,77.0,66811.0,+AC0-91,+AC0-18,,,4G,,,,9.0,66811.0,+AC0-92,+AC0-19,,,4G,,,,17.0,66811.0,+AC0-92,+AC0-19,,,4G,,,,9.0,900.0,+AC0-96,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232039)
2019+AC0-12+AC0-03 12:01:45,+AC0-76.49145,44.232037,0,TELUS,302610,3026105600900004,,540105,4,56009,4G,LTE,+AC0-88,+AC0-12,7.8,+AC0-,+AC0-64,66811,1,1,111,66,66,4,G,D,,,,,,,,,,PING,M,13,1,,,+AC0-1,1000,25.107.104.209,1.0,,,,,3,4,83DC9,DAC9,138266884,17.6,309,samsung:SM+AC0-G970U:PPR1.180610.011,L66,,,,4G,,,,54.0,5145.0,+AC0-78,+AC0-11,,,4G,,,,9.0,5145.0,+AC0-78,+AC0-14,,,4G,,,,17.0,5145.0,+AC0-83,+AC0-19,,,4G,,,,54.0,900.0,+AC0-86,+AC0-13,,,4G,,,,17.0,900.0,+AC0-88,+AC0-17,,,4G,,,,77.0,66811.0,+AC0-91,+AC0-18,,,4G,,,,9.0,66811.0,+AC0-92,+AC0-19,,,4G,,,,17.0,66811.0,+AC0-92,+AC0-19,,,4G,,,,9.0,900.0,+AC0-96,+AC0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (+AC0-76.49145 44.232037)
